Clone,Rater,Maternal Parent,Paternal Parent,Cross,EVAL Year,EVAL Location,Rel/BRD,Mature Leaf Color,Branching,Plant Type,Climbing,Flower Habit,Savoy,Vigor,Color Uniformity,Overall App.,Comments,,Breeding
8104-003,,7218-004,7799-001,7218-004x7799-001,2008,HCRS,11,8-P1,3,"mcom, sl up",,-,,8,3,4,"Lobed-crown, some teeth on central lobe, fat central lobe, thick petioles",,
8105-001,,7218-004,self,7218-004xself,2008,HCRS,"1, SC",11-P2,7,com,,-,,5,5,5,"Red tweener, good plant, see if selfs, good color",,
8105-002,,7218-004,self,7218-004xself,2008,HCRS,"10,11",P3,5,mcom,,b1,,6,5,6,"BW-crown, g color and plant, very deep teeth to lobing",,
8107-001,,7245-022,7774-006,7245-022x7774-006,2008,HCRS,11,P2,5,mcom,,3,,8,4,4,"purple crown, even depth, weak color, too deep for crowns, cross",,
8107-003,,7245-022,7774-006,7245-022x7774-006,2008,HCRS,11,"8, P1",3,mcom,,-,,8,3,5,"purple crown, poor color, but excellent crown lobing, variable lobing depth",,
8110-001,,7774-006,4295-001,7774-006x4295-001,2008,HCRS,11,2,5,"up, mcom",,-,,8,7,5,"Green crown, very good plant, very thick stems",,
8110-002,,7774-006,4295-001,7774-006x4295-001,2008,HCRS,4,2,3,"sl tr, open",,-,,2,7,3,"Funky leaf, fan to deeply lobed, very poor branching, growth regulators, leaf, branching, fluted stems",,
8111-001,,7795-001,4295-001,7795-001x4295-001,2008,HCRS,4,2,3,"up, mcom",,-,,8,8,4,"Some lobes on central lobe, approximately 30 percent, lots of petiole, cross for yellow background",,
8111-002,,7995-001,4295-001,7995-001x4295-001,2008,HCRS,11,2,5,com,,-,,7,5,4,"Green lobed for crown crosses, good underside veins",,
8124-001,,6938-001,7518-002,6938-001x7518-002,2008,HCRS,10,1,5,mcom,,b4,,5,4,5,"BW Lime, excellent toothing, good vigor, immatures with bronze edges, limited by color var.",,
8133-005,,7051-001,7154-012,7051-001x7154-012,2008,HCRS,R10,0-1,3,"mcom, up",,-,,6,5,6,"BW lime, big leaves, strongly reniform, outstanding toothing",,
8133-005,,7051-001,7154-012,7051-001x7154-012,2009,HCRS,,,,,,,,,,,completely loses uniformity with cooler nights,,
8133-010,,7051-001,7154-012,7051-001x7154-012,2008,METH,10,1,,,,,,,,,"toothed lime heart, look at next year, greenhouse selection",,
8134-002,,7051-001,7518-003,7051-001x7518-003,2008,METH,"10,4",1,,,,,,,,,"lime with some cream-white speckles, bewitched type, look at next year, greenhouse selection",,
8141-023,,7102-001,7124-014,7102-001x7124-014,2008,HCRS,10,1,5,"mcom, sl up",,b4,,6,5,4,"BW lime, good plant, OK toothing, more vigorous than SC BW. toothing rounded, needs to be deeper",,
8142-010,,7102-001,7518-002,7102-001x7518-002,2008,METH,10,1,,,,,,,,,"bewitched lime, look at next year, greenhouse selection",,
8142-036,,7102-001,7518-002,7102-001x7518-002,2008,METH,10,1,,,,,,,,,"toothed-scalloped heart, look at next year, good toothing uniformity in greenhouse, greenhouse selection",,
8143-001,,7124-009,5181-001,7124-009x5181-001,2008,HCRS,10,0-1,5,"mcom, sl up",,-,,6,4,5,"BW lime, good plant, only fair toothing, some brz edges on immature lvs, OK color uniformity",,
8143-004,,7124-009,5181-001,7124-009x5181-001,2008,METH,7,0,,,,,,,,,"true yellow, look at next year, greenhouse selection",,
8146-004,,7124-014,5181-001,7124-014x5181-001,2008,METH,4,1,,,,,,,,,"one branch has emerald splash variegation, but on a lime, keep variegated part, greenhouse selection",,
8147-002,,7124-014,6939-001,7124-014x6939-001,2008,HCRS,10,2,3,mcom,,-,,4,6,4,"BW green, big and pointy teeth, poor branching, some nutritional issues",,
8148-005,,7124-014,7051-001,7124-014x7051-001,2008,HCRS,3,0-1,5,"mcom, sl up",,b2,,2,6,5,"Small ht yellow, weak, cross only",,
8148-006,,7124-014,7051-001,7124-014x7051-001,2008,HCRS,"3,10",1,7,up-mcom,,5,,7,5,5,"Med heart lime, very good plant, nice hearts, accuminate tips, free flw   cross with 8124-001",,
8148-014,,7124-014,7051-001,7124-014x7051-001,2008,HCRS,"cup, sav",1,5,"mcom, up",,3,,4,4,,"Lime heart for moderate cupping and savoy, very good plant, only 2-3 teeth when present, washes",,
8148-035,,7124-014,7051-001,7124-014x7051-001,2009,HCRS,10,1,5,"mcom, up",,2,,7,5,6,"slight bronzing at tips, bewitched lime, not quite enough bewitching, good plant, split corolla halfway down, nice",,
8158-001,,7518-002,7102-001,7518-002x7102-001,2008,HCRS,"R,10",1,5,"com, up",,-,,6,5,6,"BW lime, evaluate for release, very good plant and teeth, could be deeper teeth, nice",,
8161-002,,7633-010,7518-002,7633-010x7518-002,2008,HCRS,10,"0,1",5,com,,-,,4,3,4,"BW lime, sharp. prominent teeth-outstanding, terrible color uniformity, very tight plant, slight bronze tips",,
8161-007,,7633-010,7518-002,7633-010x7518-002,2008,HCRS,10,"0,1",5,com,,-,,3,2,3,"BW lime, sharp prominent teeth-outstanding terrible color uniformity, very similar to 8161-002, slight bronze tips upperside curly",,
8161-010,,7633-010,7518-002,7633-010x7518-002,2008,HCRS,10,0-1,7,mcom-com,,,,5,4,4,"BW lime, very good plant, good toothing, poor uniformity, good base color",,
8161-024,,7633-010,7518-002,7633-010x7518-002,2008,HCRS,10,2,7,"com-mcom, sl up",,-,,7,6,5,"BW green withoutstanding uniform tooth, exc plant, some virus, nice",,
8171-005,,5460-002,6200-003,5460-002x6200-003,2008,HCRS,"4cup, sav",P2,5,"mcom-com,  clm, up",,b5,,6,5,5,"purple heart cuppedand savoyed, very good plant, variable leaf height, holds older leaves",,
8171-014,,5460-002,6200-003,5460-002x6200-003,2008,HCRS,4cup,P1,5,"mcom, sl up",,5,,7,5,4,"Purple heart cupped and savoyed, very good plant, weak color, different background",,
8174-025,,5717-004,7742-051,5717-004x7742-051,2008,HCRS,3,P3,5,"up, mcom",,b2,,7,6,6,"Purple heart, variable leaf size, nice upright habit",,
8174-026,,5717-004,7742-051,5717-004x7742-051,2008,HCRS,3,P4,5,mcom,,b2,,7,6,6,"Purple heart, moderate leaves, reddish tone",,
8174-032,,5717-004,7742-051,5717-004x7742-051,2008,HCRS,3,P3,3,mcom,,2,,5,7,6,"purple heart, excellent color and heart, ope",,
8174-036,,5717-004,7742-051,5717-004x7742-051,2008,HCRS,3,P3,5,"mcom, sl up",,b3,,8,6,6,"Purple heart, excellent color and hearts, more open and trailing habit",,
8174-041,,5717-004,7742-051,5717-004x7742-051,2008,HCRS,3,P4,5,"mcom, sl up",,b3,,6,7,6,"dark purple heart, excellent color, no toothing, open, pretty hearts, SH Purple",,
8183-004,,6881-019,5460-002,6881-019x5460-002,2008,HCRS,3,P3,3,"mcom, open",,3,,4,7,6,"uniform purple including tips, very open habit, SH Purple",,
8183-004,,6881-019,5460-002,6881-019x5460-002,2009,HCRS,"2, 3R",P3,5,mcom,,6seed,,6,7,6,"very good heart purple with purple tips, high seed, very good heart shape, close to release",,
8193-001,,7746-029,5460-002,7746-029x5460-002,2008,HCRS,3,P3,5,mcom,,-,,5,7,7,"Purple heart, good color and hearts",,
5220-005,,,,,2011,HCRS,,,,,,,,,,,"as a parent, did this give us spikey plant types, nice plant but poor color in field with yellow flag",,
7400-002,,2779-001,OP HCRS 2010 W,2779-001xOP HCRS 2010 W,2011,HCRS,6,8,5,mcom,,7,,5,3,3,"flowers with split corollas, half to full, very consistant, good plant, toothing",,
7400-005,,2779-001,OP HCRS 2010 W,2779-001xOP HCRS 2010 W,2011,HCRS,4,6,3,dwarf,,3,,2,3,4,"purple mina type, some branching on peduncle, doesn't hold color, free flowering",,
7400-007,,2779-001,OP HCRS 2010 W,2779-001xOP HCRS 2010 W,2006,Method,4,,,,,,,,,,"red mina, greenhouse selection",,
7400-008,,2779-001,OP HCRS 2010 W,2779-001xOP HCRS 2010 W,2011,HCRS,4,6-8,3,dwarf-mcom,,b2,,4,5,5,"purple mina type with buds, Betsy selection for lighter tips, plant architecture, good branching for Mina, rounded teeth",,
7400-010,,2779-001,OP HCRS 2010 W,2779-001xOP HCRS 2010 W,2011,HCRS,w,P1,3,vcom,,-,,1,5,4,"purple willow, lobing noticable",,
7400-011,,2779-001,OP HCRS 2010 W,2779-001xOP HCRS 2010 W,2011,HCRS,w,2,7,mcom-com,,b,,3,8,5,"green willow, lobing noticable, very upright tips with red bud clusters, interesting look, buds aborting",,
7400-012,,2779-001,OP HCRS 2010 W,2779-001xOP HCRS 2010 W,2011,HCRS,w,6,5,com,,-,,2,4,5,"purple willow, slightly lobed but barely visible, true willow appearance",,
7400-013,,2779-001,OP HCRS 2010 W,2779-001xOP HCRS 2010 W,2011,HCRS,w,8,5,com,,-,,2,-,5,"purple willow, lobes curled but very thin look",,
7400-014,,2779-001,OP HCRS 2010 W,2779-001xOP HCRS 2010 W,2006,Method,w,,,,,,,,,,"willow, greenhouse selection",,
7400-015,,2779-001,OP HCRS 2010 W,2779-001xOP HCRS 2010 W,2006,Method,w,,,,,,,,,,"willow, greenhouse selection",,
7400-025,,2779-001,OP HCRS 2010 W,2779-001xOP HCRS 2010 W,2011,HCRS,10,"8, 11",5,sl tr,,-,,5,4,4,"excellent bewitched leaf, very poor color, cross with bewitched reds, window box architecture",,
7400-026,,2779-001,OP HCRS 2010 W,2779-001xOP HCRS 2010 W,2006,Method,,,,,,,,,,,"toothed red, greenhouse selection",,
7400-028,,2779-001,OP HCRS 2010 W,2779-001xOP HCRS 2010 W,2006,Method,10,,,,,,,,,,"toothed red, greenhouse selection",,
7400-032,,2779-001,OP HCRS 2010 W,2779-001xOP HCRS 2010 W,2011,HCRS,10,8-10,5,sl tr-tr,,2,,6,2,4,"red tipped bewitched bronze, tips above foliage, frosty where tips fade, ends greenish bronze, split corollas half way up",,
7400-033,,2779-001,OP HCRS 2010 W,2779-001xOP HCRS 2010 W,2011,HCRS,10,"6, 8",3,mcom,,3,,5,3,3,"poor bronze red bewitched, good bewitching, ok plant, cross with reds, split corolla halfway up",,
7402-007,,4718-001,OP HCRS 2010 LF,4718-001xOP HCRS 2010 LF,2011,HCRS,6,1,-,-,,5,,1,-,-,"lime lobed with almost pure white flower, very weak, but in dry corner, look at again",,
7402-027,,4718-001,OP HCRS 2010 LF,4718-001xOP HCRS 2010 LF,2011,HCRS,"6, 4",1,5,mcom ,,5,,6,7,5,"white flowers, good rosetting lime, barely a hint of pink in tubes",,
7402-033,,4718-001,OP HCRS 2010 LF,4718-001xOP HCRS 2010 LF,2011,HCRS,6,1,7,mcom,,6,,7,6,5,"lobed lime, free flowering with seed, med lav flower, slight bronzing on immature leaves",,
7402-034,,4718-001,OP HCRS 2010 LF,4718-001xOP HCRS 2010 LF,2011,HCRS,9,1-2,5,mcom,,4,,6,6,5,"red tipped lime, excellent color and distribution of tips but lime base, moderate purple stigma, slightly muddy transition",,
7402-064,,4718-001,OP HCRS 2010 LF,4718-001xOP HCRS 2010 LF,2006,Method,6,,,,,,,,,,"white flowering lime, greenhouse selection",,
7402-066,,4718-001,OP HCRS 2010 LF,4718-001xOP HCRS 2010 LF,2011,HCRS,"4, 6",1,5,mcom,,7,,5,6,6,"lime with good rosetting and dark lavendar flowers, poor visibility, moderate leaf size",,
7402-068,,4718-001,OP HCRS 2010 LF,4718-001xOP HCRS 2010 LF,2011,HCRS,6,1,5,mcom,,7,,4,2,3,"very dark lavendar flowers, bronze tip and some bronzing in mature leaves, 3 lobes, for breeding only",,
7402-078,,4718-001,OP HCRS 2010 LF,4718-001xOP HCRS 2010 LF,2011,HCRS,"1, SC",1,7,"mcom, v up",,3,,8,8,7,"very upright, uniform lobed lime, very skinny peduncles, zig zag from node to node",,
7402-083,,4718-001,OP HCRS 2010 LF,4718-001xOP HCRS 2010 LF,2011,HCRS,6,1-2,5,mcom,,7,,4,5,3,"split corolla, half to .75 down tube, ok lime, 3 lobes, split corolla consistant, flower not deformed, small stigma and anthers.",,
7402-084,,4718-001,OP HCRS 2010 LF,4718-001xOP HCRS 2010 LF,2011,HCRS,6,0-1,5,mcom,,6,,7,6,5,"uniform lime with split corolla, around half fully split down tube, good uniform lime, some flower distortion, variable, no tip color",,
7402-092,,4718-001,OP HCRS 2010 LF,4718-001xOP HCRS 2010 LF,2011,HCRS,6,0,7,mcom,,4,,5,5,5,"fully split corolla so that only petals, twisted petals, no pigment on plant",,
7402-095,,4718-001,OP HCRS 2010 LF,4718-001xOP HCRS 2010 LF,2011,HCRS,6,1,5,mcom,,4seed,,6,6,5,"split corolla lime with seed, split 70-80% all flowers, collect seed at rescue",,
7402-129,,4718-001,OP HCRS 2010 LF,4718-001xOP HCRS 2010 LF,2011,HCRS,6,1,5,com-mcom,,5,,2,5,4,"almost white flowers, slightly pink tube",,
7402-141,,4718-001,OP HCRS 2010 LF,4718-001xOP HCRS 2010 LF,2011,HCRS,6,1,5,"mcom, open",,7,,4,6,4,"white flowers, good rosettes, open habit, moderate underside veins, many flowers distorted",,
7402-141,,4718-001,OP HCRS 2010 LF,4718-001xOP HCRS 2010 LF,2011,HCRS,6,0-1,5,mcom,,7,,4,6,4,"white flower, small leaves, good underside veins, small stigma, some brown spots",,
7402-149,,4718-001,OP HCRS 2010 LF,4718-001xOP HCRS 2010 LF,2011,HCRS,6a,1,5,"mcom, low",,8,,3,5,5,"visible flowers, slightly distressed area, showy flowers",,
7403-001,,4718-001,OP HCRS 2010 LF,4718-001xOP HCRS 2010 LF,2006,Method,6,,,,,,,,,,"flowering lime-yellow, greenhouse selection",,
7403-007,,4760-001,OP HCRS 2010 RI,4760-001xOP HCRS 2010 RI,2011,HCRS,4,P2,3,dwarf,,2,,2,2,2,"mina purple, flowering, cross with other minas",,
7403-008,,4760-001,OP HCRS 2010 RI,4760-001xOP HCRS 2010 RI,2011,HCRS,4,8,5,"dwarf, com",,-,,1,5,3,"lobed willow type, heavy leaf curling",,
7403-017,,4760-001,OP HCRS 2010 RI,4760-001xOP HCRS 2010 RI,2011,HCRS,4,"8, P2",3,com,,6,,4,-,3,"intermediate mina type, poor color, good flowering, rounded lobe tips, Ben a 5 overall",,
7403-366,,4760-001,OP HCRS 2010 RI,4760-001xOP HCRS 2010 RI,2011,HCRS,1,10-11,5,mcom,,2,,5,4,5,"red lobed, lots of red, ends bronze, good plant, slightly distorted flowers, some frosting",,
7403-430,,4760-001,OP HCRS 2010 RI,4760-001xOP HCRS 2010 RI,2006,Method,"SC, 1",,,,,,,,,,"SC red type, greenhouse selection",,
7405-002,,4977-001,OP HCRS 2010 LF,4977-001xOP HCRS 2010 LF,2011,HCRS,4R,1,5,"mcom, sl up, wil",,6,,4,7,7,"lime willow with double twist, very upright tips, many flowers but no petals, good vigor for willow, leaves with ridges, when uncurled, leaves are 6 cm wide, half of plant reverted in greenhouse.",,
7405-021,,4977-001,OP HCRS 2010 LF,4977-001xOP HCRS 2010 LF,2011,HCRS,6,0-1,7,-,,4,,2,4,-,"white flower with partially split corolla 30% down, all split, some pollen, plants very small, bad area",,
7405-037,,4977-001,OP HCRS 2010 LF,4977-001xOP HCRS 2010 LF,2011,HCRS,9R,1,7,"mcom, sl up",,4,,5,6,7,"red tipped lime, illusion type, nice distribution and color",,
7405-044,,4977-001,OP HCRS 2010 LF,4977-001xOP HCRS 2010 LF,2011,HCRS,9,1,7,mcom-com,,b2,,6,6,6,"red tipped illusion lime, excellent plant, good tipe and distribution, some virus",,
7405-050,,4977-001,OP HCRS 2010 LF,4977-001xOP HCRS 2010 LF,2011,HCRS,SC,8-11,7,"mcom, up",,b5,,6,6,6,"lobed red, OK color and uniformity, good plant, cross for SC",,
7407-034,,5223-001,OP HCRS 2010 RI,5223-001xOP HCRS 2010 RI,2011,HCRS,SC,1,7,"com, up",,5,,6,8,7,"mounding, sc leaf type lime, very good color uniformity, excellent plant, flowers not visible",,
7407-036,,5223-001,OP HCRS 2010 RI,5223-001xOP HCRS 2010 RI,2011,HCRS,"10, 11",1,7,"mcom, up",,-,,7,6,5,"mounding lime, leaves between sulfur and sc type, good color unifomity, cross for bewitched and crown, moderate cupping",,
7409-020,,5309-019,OP HCRS 2010 PF,5309-019xOP HCRS 2010 PF,2011,HCRS,,,,,,,,,,,"Betsy flag for leaf shape and color, wants more shine, purple heart with purple tips, photos taken",,
7409-025,,5309-019,OP HCRS 2010 PF,5309-019xOP HCRS 2010 PF,2011,HCRS,11,"P1, P2",7,mcom-sl up,,-,,6,5,4,"purple lobed for crown crosses, somewhat variable lobing, deeper lobing to slight crown, breeding only",,
7409-028,,5309-019,OP HCRS 2010 PF,5309-019xOP HCRS 2010 PF,2011,HCRS,11,P3,7,mcom-com,,b2,,6,7,6,"3 lobed dark purple, nice plant, lobing depth good for crown",,
7409-042,,5309-019,OP HCRS 2010 PF,5309-019xOP HCRS 2010 PF,2011,HCRS,,,,,,,,,,,"Rick selection, likes the heart shape, poor color retention, see photos",,
7409-050,,5309-019,OP HCRS 2010 PF,5309-019xOP HCRS 2010 PF,2011,HCRS,6A,P1,5,mcom,,7,,6,5,4,"slight candy stripe, open light purple with nice visible flowers, plant type ok for visibility",,
7409-052,,5309-019,OP HCRS 2010 PF,5309-019xOP HCRS 2010 PF,2011,HCRS,"3, 4",P2,,"mcom, sl up",,-,,6,5,5,"nice purple heart with slight teeth and moderate savoying, nice plant architecture",,
7409-057,,5309-019,OP HCRS 2010 PF,5309-019xOP HCRS 2010 PF,2011,HCRS,"4, 9",P2,5,"com, up",,-,,4,5,5,"purple with very long central lobes, ragged teeth, shaggy appearance, specialty look, leaves not distorted",,
7409-060,,5309-019,OP HCRS 2010 PF,5309-019xOP HCRS 2010 PF,2011,HCRS,3,P2,5,mcom,,6,,6,6,6,"Savannah, Ken and Meri selection, purple heart, very good color, good plant, slight toothing",,
7412-002,,5899-014,OP HCRS 2010 PF,5899-014xOP HCRS 2010 PF,2011,HCRS,6,P2,5,sl tr,,5,,6,6,4,"dark lavendar flower with distinct white eyezone, nice flowers",,
7412-004,,5899-014,OP HCRS 2010 PF,5899-014xOP HCRS 2010 PF,2011,HCRS,6b,8-P1,3,"up, mcom",,6,,6,4,4,"large flowers with wide tube, some 3 part stigma and extra anthers, better plant and color than 005, very upright tips",,
7412-005,,5899-014,OP HCRS 2010 PF,5899-014xOP HCRS 2010 PF,2011,HCRS,6b,8,3,sl tr-tr,,8,,5,2,2,"large flowers with very wide tube, some with 3 part stigma and 7 anthers, terrible color and plant, 2.5-3 cm wide tubes and wide buds, flowers crinkled.",,
7413-010,,5718-002,OP HCRS 2010 LF,5718-002xOP HCRS 2010 LF,2011,HCRS,"10, 3",1,3,"com, low",,5,,3,5,4,"heart to bewitched lime, breeding only, in dry location, strong flowering, add fertility to bewitched",,
7413-018,,5718-002,OP HCRS 2010 LF,5718-002xOP HCRS 2010 LF,2011,HCRS,4,1-2var,5,mcom,,3,,3,-,4,"ghost type, moderate contrast of tips, variegated, decent plant",,
7415-014,,6184-018,OP HCRS 2010 RI,6184-018xOP HCRS 2010 RI,2011,HCRS,4,0-1,7,"com, low",,-,,3,6,5,"deeply lobed lime with moderate leaf ruffling, excellent plant, blade at right angle",,
7415-016,,6184-018,OP HCRS 2010 RI,6184-018xOP HCRS 2010 RI,2011,HCRS,4,0-1,7,"com, up",,b3,,7,6,5,spikey lobed mounding plant,,
7415-029,,6184-018,OP HCRS 2010 RI,6184-018xOP HCRS 2010 RI,2011,HCRS,1,0-1,7,com,,-,,6,7,6,"illusion lime with very good color uniformity and plant, slight red edges on immature leaves, slightly more open than emerald lace",,
7415-039,,6184-018,OP HCRS 2010 RI,6184-018xOP HCRS 2010 RI,2011,HCRS,8,1,5,com,,-,,5,7,5,"veined lime illusion type, good underside, fair upperside veins, good plant",,
7416-011,,6184-018,OP HCRS 2010 LF,6184-018xOP HCRS 2010 LF,2011,HCRS,4,0,5,"low, mcom",,7,,4,7,6,"lobed yellow with leaf curling-ruffling, very good uniformity, unusual look due to ruffling, slight burning",,
7416-014,,6184-018,OP HCRS 2010 LF,6184-018xOP HCRS 2010 LF,2011,HCRS,1,0,7,"com, mound",,b2,,2,6,7,"petite mound, deeply lobed, good color, meatball",,
7416-024,,6184-018,OP HCRS 2010 LF,6184-018xOP HCRS 2010 LF,2011,HCRS,"8, 11",1,7,mcom,,-,,7,6,5,"very good veins, excellent lower, about half upper, nice even canopy, some crown leaves",,
7416-027,,6184-018,OP HCRS 2010 LF,6184-018xOP HCRS 2010 LF,2011,HCRS,6,0-1,7,mcom-com,,7,,5,5,4,"partially split corolla on half the flowers with petal teeth, unique",,
7418-073,,6305-013,OP HCRS 2010 RI,6305-013xOP HCRS 2010 RI,2011,HCRS,1 SC,8-11,5,mcom,,b4,,5,6,5,"nice red lobed between SC and illusion, cross with 7239 family",,
7420-281,,6576-001,OP HCRS 2010 LF,6576-001xOP HCRS 2010 LF,2011,HCRS,5,1,7,"mcom, sl tr",,4,,5,5,5,"check clone number in field, red tipped lilme for climbing, thin stems, legs, good tip color, poor base, tips upright",,
7420-092,,6576-001,OP HCRS 2010 LF,6576-001xOP HCRS 2010 LF,2011,HCRS,5,1-2,7,"low, up brch",,5,,3,5,4,"red tipped lime, deeply lobed, thin stemmed, open hagit, cross into climbing, distorted flower",,
7420-099,,6576-001,OP HCRS 2010 LF,6576-001xOP HCRS 2010 LF,2011,HCRS,"9, 6",0-1,7,"com-mcom, sl up",,5,,6,6,6,"red tipped lime, light tips but good base color, exerted tips, very good plant habit, white flower",,
7420-112,,6576-001,OP HCRS 2010 LF,6576-001xOP HCRS 2010 LF,2011,HCRS,9,1,5,mcom,,4,,6,5,5,"bronze tipped heart to slightly lobed, ok plant, breeding only",,
7420-122,,6576-001,OP HCRS 2010 LF,6576-001xOP HCRS 2010 LF,2011,HCRS,SC,0,7,mcom,,5,,5,6,6,"yellow lobed between illusion and sc, fat central lobe, very good plant, cross with sulfur reds for SC reds",,
7420-143,,6576-001,OP HCRS 2010 LF,6576-001xOP HCRS 2010 LF,2011,HCRS,9,0-1,5,"mcom, low",,4,,3,6,5,"slightly red tipped yellow, excellent base color, needs plant and tip",,
7420-146,,6576-001,OP HCRS 2010 LF,6576-001xOP HCRS 2010 LF,2011,HCRS,9,0-1,7,"mcom, up",,b4,,7,6,5,"lime yellow illusion with slight tips, very good plant, good uniformity, full, slight leaf twisting",,
